call_type,companyName,fintrend,id,price,quality,technicals,valuation,value
sellbg_arrow,Container Corporation Of India Ltd,Positive,336884,613.90,Average,Mildly Bearish,Very Expensive,41
strongsellbg_arrow,Manipal Finance Corporation Ltd,Flat,251223,9.50,Below Average,Does not qualify,Does not qualify,20
,Minda Finance Ltd,Flat,999953,,Does not qualify,Does not qualify,Does not qualify,
,Mazda Industries and Leasing,Does not qualify,1001870,.00,Does not qualify,Does not qualify,,
,MRO-TEK Realty Ltd,Positive,952648,49.05,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Medicamen Biotech Ltd,Positive,770569,681.35,Average,Mildly Bullish,Very Expensive,57
,Manraj Housing Finance Ltd,Flat,344193,12.70,Does not qualify,Mildly Bullish,Does not qualify,
,Metalman Industries Ltd,Does not qualify,628964,,Does not qualify,Mildly Bearish,Does not qualify,
,MLG Industries,Does not qualify,1001882,,Does not qualify,Does not qualify,,
,MCS Ltd,Flat,560034,,Does not qualify,Does not qualify,Does not qualify,
,Maris Spinners Ltd,Very Positive,571470,95.75,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Mangalam Organics Ltd,Flat,352961,871.00,Average,Mildly Bullish,Attractive,58
sellbg_arrow,Monind Ltd,Flat,199380,,Below Average,Mildly Bullish,Does not qualify,38
,Maruti Plastics,Does not qualify,1002129,,Does not qualify,Does not qualify,,
,Melstar Information Technologies Ltd,Does not qualify,636447,5.00,Below Average,Mildly Bullish,Does not qualify,
,Mitshi India Ltd,Flat,215774,13.82,Does not qualify,Mildly Bearish,Does not qualify,
strongsellbg_arrow,MBL Infrastructures Ltd,Very Negative,348482,29.65,Below Average,Mildly Bullish,Risky,22
,Mithila Steel Industries,Does not qualify,1002561,,Does not qualify,Does not qualify,,
,Mihijam Vanaspati Ltd,Does not qualify,577451,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Mahindra Lifespace Developers Ltd,Flat,209624,319.60,Below Average,Bullish,Risky,40
,Majestic Industries Ltd.,Does not qualify,479198,,Does not qualify,Does not qualify,,
strongbuybg_arrow,Mastek Ltd,Very Positive,854419,"3,061.05",Good,Bullish,Fair,81
,Mercury Laboratories Ltd,Negative,287757,565.85,Does not qualify,Bearish,Does not qualify,
,Micro Technologies (India) Ltd,Does not qualify,840082,,Does not qualify,Mildly Bearish,Does not qualify,
,Micro Forge (India) Ltd,Does not qualify,326905,,Does not qualify,Mildly Bearish,Does not qualify,
,Madhur Industries Ltd,Flat,672864,,Does not qualify,Does not qualify,Does not qualify,
,MPDL Ltd,Flat,839375,19.10,Does not qualify,Mildly Bullish,Does not qualify,
,Koffee Break Pictures Ltd,Positive,274846,,Does not qualify,Does not qualify,Does not qualify,
,Kalyan Jewellers India Ltd,Very Positive,1003479,61.20,Below Average,Bearish,Expensive,
sellbg_arrow,Kansai Nerolac Paints Ltd,Flat,634431,479.60,Good,Bearish,Attractive,44
,KJ International Ltd.,Does not qualify,726579,,Does not qualify,Does not qualify,,
,KIFS Financial Services Ltd,Positive,683569,255.95,Does not qualify,Bullish,Very Expensive,
holdbg_arrow,Karma Energy Ltd,Very Positive,821308,33.50,Below Average,Bullish,Does not qualify,60
,Khatau Makanji Spinning & Weaving Company Ltd,Does not qualify,517988,,Does not qualify,Does not qualify,Does not qualify,
,Kriptol Industries Ltd,Flat,255325,,Does not qualify,Mildly Bullish,Does not qualify,
,K A Wires Ltd,Flat,295374,0.00,Below Average,Does not qualify,Does not qualify,
,Kore Foods Ltd,Flat,327907,3.01,Below Average,Mildly Bearish,Does not qualify,
,Kenvi Jewels Ltd,Does not qualify,1002928,20.00,Below Average,Does not qualify,Does not qualify,
,Kernex Microsystems (India) Ltd,Flat,199297,151.05,Does not qualify,Bullish,Risky,
,Karuturi Global Ltd,Does not qualify,946340,0.24,Below Average,Does not qualify,Does not qualify,
,Krishana Fabrics Ltd,Flat,999950,,Does not qualify,Does not qualify,Does not qualify,
,Kedia Distilleries,Does not qualify,1001621,,Does not qualify,Does not qualify,,
,Kaslow Traders,Does not qualify,1001961,,Does not qualify,Does not qualify,,
,Karan Fibres and Fabrics,Does not qualify,1001854,,Does not qualify,Does not qualify,,
,K&R Rail Engineering Ltd,Flat,102257,17.95,Does not qualify,Mildly Bearish,Does not qualify,
,Pioneer Auto Lamps,Does not qualify,1001104,,Does not qualify,Does not qualify,,
holdbg_arrow,Kushal Ltd,Flat,207500,4.75,Average,Mildly Bullish,Attractive,58
,P.M. Telelinnks Ltd,Positive,716392,,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,Kitex Garments Ltd,Very Positive,546852,238.65,Average,Mildly Bullish,Very Expensive,62
holdbg_arrow,Keerthi Industries Ltd,Negative,458365,181.95,Average,Mildly Bullish,Very Attractive,52
,Parijat Trading Ltd.,Does not qualify,752672,,Does not qualify,Does not qualify,,
,Pappilon Exports,Does not qualify,1001134,,Does not qualify,Does not qualify,,
,P A Seafood Exports,Does not qualify,1001105,,Does not qualify,Does not qualify,,
,Priyadarshini Ltd,Flat,440579,,Does not qualify,Mildly Bearish,Does not qualify,
,Poysha Industrial Company,Does not qualify,1002063,,Does not qualify,Does not qualify,,
,Pro CLB Global Ltd,Flat,982067,11.48,Does not qualify,Bullish,Does not qualify,
,Pagaria Energy Ltd,Flat,142781,4.30,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Premier Polyfilm Ltd.,Positive,988078,74.30,Average,Mildly Bullish,Attractive,64
,Patdiam Jewellery Ltd,Does not qualify,1003337,"1,000.00",Does not qualify,Does not qualify,Does not qualify,
strongsellbg_arrow,Prozone Intu Properties Ltd,Positive,215741,23.50,Below Average,Bearish,Expensive,23
,Patel Widecom India Ltd.,Does not qualify,111621,,Does not qualify,Does not qualify,,
,PIL Industries Ltd,Does not qualify,338739,,Does not qualify,Does not qualify,Does not qualify,
,Punsumi Foils & Components,Does not qualify,1001136,,Does not qualify,Does not qualify,,
,Paramount Steels Ltd.,Does not qualify,482432,,Does not qualify,Does not qualify,,
,Pertech Computers Ltd.,Does not qualify,489087,,Does not qualify,Does not qualify,,
,PAL Credit & Capital Ltd,Flat,906585,,Does not qualify,Mildly Bullish,Does not qualify,
,Panasonic AVC Networks India Co. Ltd,Does not qualify,941443,,Does not qualify,Does not qualify,Does not qualify,
strongsellbg_arrow,PC Jeweller Ltd,Very Negative,267489,20.75,Below Average,Bearish,Attractive,12
,Parmax Pharma Ltd,Negative,1002724,43.95,Does not qualify,Mildly Bearish,Does not qualify,
,Pramada Finvest Ltd,Does not qualify,498989,,Does not qualify,Does not qualify,Does not qualify,
,PCS Technology Ltd,Flat,787944,22.60,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Peninsula Land Ltd,Very Positive,226688,12.27,Below Average,Mildly Bullish,Risky,44
,Precious Trading & Investments Ltd,Flat,332537,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Paisalo Digital Ltd,Positive,981047,629.00,Average,Bearish,Very Expensive,36
,Panther Industrial Products Ltd,Flat,995884,,Does not qualify,Does not qualify,Does not qualify,
,Potis Power Projects Ltd,Does not qualify,259410,,Does not qualify,Does not qualify,Does not qualify,
,Parin Furniture Ltd,Does not qualify,1003066,0,Below Average,Mildly Bullish,Risky,
sellbg_arrow,Parsvnath Developers Ltd,Positive,417326,15.05,Below Average,Mildly Bullish,Expensive,44
strongsellbg_arrow,Prabhat Dairy Ltd,Flat,209091,,Below Average,Does not qualify,Risky,16
holdbg_arrow,Par Drugs & Chemicals Ltd,Flat,1003142,0,Average,Mildly Bullish,Expensive,52
,Parsoli Corporation Ltd,Flat,432752,,Does not qualify,Mildly Bearish,Does not qualify,
strongsellbg_arrow,Paramount Communications Ltd,Positive,712697,12.08,Below Average,Mildly Bearish,Expensive,28
,Padmanabh Alloys & Polymers Ltd,Negative,816577,,Does not qualify,Does not qualify,Does not qualify,
,Paintex Chemicals (Bombay) Ltd,Does not qualify,498662,,Does not qualify,Does not qualify,Does not qualify,
,Pushpanjali Realms & Infratech Ltd,Does not qualify,1002782,0,Below Average,Does not qualify,Does not qualify,
,Plus Finance Ltd.,Does not qualify,100988,,Does not qualify,Does not qualify,,
,Penta Pharmadyes Ltd,Does not qualify,826477,,Does not qualify,Does not qualify,Does not qualify,
,Goldstar Straw Products,Does not qualify,1001225,,Does not qualify,Does not qualify,,
,Paramone Concepts Ltd,Flat,961893,29.90,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,PNB Housing Finance Ltd,Negative,1002686,402.85,Average,Mildly Bearish,Fair,31
strongsellbg_arrow,Gujarat Borosil Ltd(Merged),Negative,546299,,Below Average,Does not qualify,Risky,4
sellbg_arrow,G R Infraprojects Ltd,Very Negative,1003508,"1,437.25",Good,Mildly Bearish,Fair,36
,Gresoil (India),Does not qualify,1001156,,Does not qualify,Does not qualify,,
,Goodearth Industries,Does not qualify,1001170,,Does not qualify,Does not qualify,,
,Golden Crest Education & Services Ltd,Flat,1002648,39.05,Does not qualify,Does not qualify,Does not qualify,
,G G Dandekar Machine Works Ltd,Positive,190626,70.00,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Gallantt Ispat Ltd.,Flat,813901,51.75,Average,Sideways,Fair,45
,Inox Air Products Pvt Ltd,Does not qualify,736289,,Does not qualify,Does not qualify,Does not qualify,
,Golden Bull Research & Growth Ltd,Flat,455028,,Does not qualify,Does not qualify,Does not qualify,
,Gitanjali Gems Ltd,Positive,550304,,Below Average,Does not qualify,Does not qualify,
,Indus Foods,Does not qualify,1001472,,Does not qualify,Does not qualify,,
,Industrial Progressive  India Ltd.,Does not qualify,540631,,Does not qualify,Does not qualify,,
sellbg_arrow,Gateway Distriparks Ltd,Positive,100243,,Average,Does not qualify,Risky,44
,ICICI Bank (PP),Does not qualify,1001449,,Does not qualify,Does not qualify,,
strongsellbg_arrow,IVRCL Ltd,Flat,586280,,Below Average,Does not qualify,Does not qualify,20
