call_type,companyName,fintrend,id,price,quality,technicals,valuation,value
holdbg_arrow,Mid India Industries Ltd,Positive,274097,5.82,Below Average,Bullish,Does not qualify,53
,Max Heights Infrastructure Ltd,Flat,191277,18.00,Does not qualify,Bullish,Does not qualify,
,McDowell Holdings Ltd,Negative,856997,90.35,Does not qualify,Mildly Bullish,Risky,
,Multicolour Offset Ltd.,Does not qualify,842019,,Does not qualify,Does not qualify,,
,Metal Coatings (India) Ltd,Positive,303976,43.10,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Mena Mani Industries Ltd,Positive,559672,14.35,Below Average,Mildly Bullish,Does not qualify,45
,M M Rubber Co Ltd,Positive,949700,57.70,Does not qualify,Mildly Bullish,Does not qualify,
,Mazda Industries Leasing,Does not qualify,1001871,,Does not qualify,Does not qualify,,
,MRP Agro Ltd,Does not qualify,1003460,41.60,Below Average,Mildly Bullish,Does not qualify,
,Moneshi Agro Industries Ltd,Does not qualify,786976,,Does not qualify,Does not qualify,Does not qualify,
,Moongipa Securities Ltd,Flat,210923,38.70,Does not qualify,Does not qualify,Does not qualify,
,Maruti Telstar Industries  Ltd.,Does not qualify,828124,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Manpasand Beverages Ltd,Flat,232533,,Below Average,Does not qualify,Does not qualify,20
sellbg_arrow,Medplus Health Services Ltd,Flat,1003583,995.25,Average,Mildly Bearish,Expensive,37
,Modern Denim Ltd,Does not qualify,108388,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,MPF Systems Ltd,Flat,328418,,Below Average,Mildly Bullish,Does not qualify,38
,Mysore Kirloskar Ltd.,Does not qualify,375856,,Does not qualify,Does not qualify,,
sellbg_arrow,Mahindra & Mahindra Financial Services Ltd,Positive,605836,157.00,Average,Mildly Bearish,Very Expensive,41
,Madhusudan Industries Ltd,Negative,230710,31.20,Does not qualify,Mildly Bullish,Does not qualify,
,Milgrey Finance & Investments Ltd,Flat,261336,15.16,Does not qualify,Mildly Bearish,Does not qualify,
,Kings International Aqua Marine Exports,Does not qualify,1001867,,Does not qualify,Does not qualify,,
,Kamakshi Housing Finance,Does not qualify,1001861,,Does not qualify,Does not qualify,,
,Metalyst Forgings Ltd,Does not qualify,432731,5.65,Below Average,Mildly Bullish,Does not qualify,
,Kankariya Chemical Industries,Does not qualify,1001618,,Does not qualify,Does not qualify,,
,Key Corp Ltd,Flat,341446,46.85,Does not qualify,Mildly Bullish,Does not qualify,
,KRM International Ltd.,Does not qualify,673860,,Does not qualify,Does not qualify,,
,Kanungo Financiers Ltd,Flat,1002762,13.10,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Kanpur Plastipack Ltd,Flat,887044,129.65,Average,Mildly Bearish,Very Attractive,45
,Kshitij Polyline Ltd,Does not qualify,1003062,0,Below Average,Mildly Bullish,Does not qualify,
holdbg_arrow,KNR Constructions Ltd,Negative,517351,279.85,Good,Mildly Bullish,Attractive,57
,Krishna Synthetics Ltd.,Does not qualify,913624,,Does not qualify,Does not qualify,,
,Kuber Floritech Ltd.,Does not qualify,895457,,Does not qualify,Does not qualify,,
,Kutch Salt & Allied Industries  Ltd.,Does not qualify,296190,,Does not qualify,Does not qualify,,
,Karan Industries,Does not qualify,1001865,,Does not qualify,Does not qualify,,
,Kemwell International,Does not qualify,1001866,,Does not qualify,Does not qualify,,
,Kratos Energy & Infrastructure Ltd,Flat,867027,280.00,Does not qualify,Does not qualify,Does not qualify,
,Kaushalya Infrastructure Development Corpn Ltd,Flat,414860,4.46,Does not qualify,Mildly Bullish,Does not qualify,
,KMF Ltd.,Does not qualify,606054,,Does not qualify,Does not qualify,,
,Karur KCP Packkagings Ltd,Does not qualify,308343,46.50,Does not qualify,Does not qualify,Does not qualify,
,Kongarar Integrated Fibres Ltd.,Does not qualify,903790,,Does not qualify,Does not qualify,,
,Kaytee Cotsynth Industries  Ltd.,Does not qualify,421967,,Does not qualify,Does not qualify,,
,Kumars Metallurgical,Does not qualify,1001803,,Does not qualify,Does not qualify,,
,Kanoria Dyechem,Does not qualify,1001620,,Does not qualify,Does not qualify,,
,Kovalam Investment & Trading Co. Ltd,Flat,786914,3.78,Does not qualify,Does not qualify,Does not qualify,
,KLG Systel Ltd,Does not qualify,300261,,Does not qualify,Mildly Bearish,Does not qualify,
,KDL Biotech Ltd,Does not qualify,207609,,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,Kopran Ltd,Positive,568367,302.55,Average,Mildly Bullish,Expensive,58
sellbg_arrow,K E C International Ltd,Negative,562014,401.20,Good,Mildly Bearish,Attractive,41
holdbg_arrow,Kuantum Papers Ltd,Very Positive,178029,88.00,Below Average,Bullish,Expensive,57
,Karnavati Alfa International Ltd,Does not qualify,188290,,Does not qualify,Does not qualify,Does not qualify,
,Kothari Global Ltd.,Does not qualify,569074,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Kaya Ltd,Negative,999932,362.95,Below Average,Mildly Bearish,Risky,9
,Kedia Construction Company Ltd,Flat,951532,4.44,Does not qualify,Does not qualify,Does not qualify,
,Koa Tools India Ltd,Flat,730746,,Does not qualify,Does not qualify,Does not qualify,
,Kapil Cotex Ltd.,Flat,364572,23.50,Does not qualify,Mildly Bearish,Does not qualify,
,Kunal Overseas Ltd,Does not qualify,108064,,Does not qualify,Does not qualify,Does not qualify,
,Kirloskar Oil Engines India (Demerged),Does not qualify,419845,,Does not qualify,Does not qualify,,
holdbg_arrow,Kotak Mahindra Bank Ltd,Positive,621403,"1,791.85",Excellent,Bearish,Very Expensive,50
strongsellbg_arrow,Kimia Biosciences Ltd,Flat,263659,39.90,Below Average,Mildly Bearish,Risky,17
,Krishna Ferro Products Ltd,Does not qualify,122208,,Does not qualify,Mildly Bearish,Does not qualify,
,Kareems Silk International Ltd.,Does not qualify,796378,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Kesoram Industries Ltd,Negative,582879,53.35,Below Average,Bearish,Attractive,14
holdbg_arrow,Kothari Petrochemicals Ltd,Positive,400659,0,Average,Bullish,Very Expensive,64
,Krishna Ventures Ltd,Flat,980001,33.45,Does not qualify,Mildly Bullish,Does not qualify,
,Kanthal India Ltd (Amalgamated),Does not qualify,1001674,,Does not qualify,Does not qualify,Does not qualify,
,Karnataka Chemical Industries Corp,Does not qualify,1001619,,Does not qualify,Does not qualify,,
,Karan Finance Ltd.,Does not qualify,484594,,Does not qualify,Does not qualify,,
,Kumaka Industries Ltd.,Does not qualify,177300,,Does not qualify,Does not qualify,,
buybg_arrow,KMC Speciality Hospitals (India) Ltd,Outstanding,301845,59.75,Good,Mildly Bullish,Expensive,77
holdbg_arrow,Kakatiya Cement Sugar & Industries Ltd,Very Positive,946643,227.45,Average,Mildly Bearish,Attractive,54
,Kamanwala Housing Construction Ltd,Flat,972565,12.40,Does not qualify,Mildly Bullish,Does not qualify,
,Kelvin Fincap Ltd,Flat,529215,,Does not qualify,Mildly Bearish,Does not qualify,
,Kanaiya Foods(I),Does not qualify,1001856,,Does not qualify,Does not qualify,,
,Knitworth Exports Ltd,Does not qualify,894416,,Does not qualify,Does not qualify,Does not qualify,
,Knowledge Marine & Engineering Works Ltd,Does not qualify,1003474,169.00,Below Average,Sideways,Very Expensive,
,Karnavati Spinners Ltd.,Does not qualify,291428,,Does not qualify,Does not qualify,,
sellbg_arrow,Kesar Enterprises Ltd,Negative,709903,102.00,Below Average,Mildly Bullish,Expensive,30
,KJMC Financial Services Ltd,Positive,462259,25.20,Does not qualify,Mildly Bullish,Does not qualify,
,Kinjal Metals,Does not qualify,1001802,,Does not qualify,Does not qualify,,
holdbg_arrow,Kirloskar Ferrous Industries Ltd,Flat,331572,220.50,Good,Mildly Bullish,Attractive,65
,Kerala Rubber & Reclaims Ltd.,Does not qualify,658349,,Does not qualify,Does not qualify,,
holdbg_arrow,Katare Spinning Mills Ltd,Positive,393473,343.95,Below Average,Bullish,Does not qualify,53
,Palaypu Financial Services,Does not qualify,1001140,,Does not qualify,Does not qualify,,
,Krypton Industries Ltd,Flat,755024,20.60,Does not qualify,Mildly Bullish,Does not qualify,
,Pittie Cement and Industries,Does not qualify,1001128,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Kanoria Chemicals & Industries Ltd,Negative,611963,127.05,Below Average,Mildly Bearish,Expensive,14
,Progressive Steels (India) Ltd.,Does not qualify,854561,,Does not qualify,Does not qualify,,
,Philips India Ltd,Does not qualify,504218,,Does not qualify,Does not qualify,Does not qualify,
,Pamwi Tissues Ltd.,Does not qualify,673848,,Does not qualify,Does not qualify,,
,Premier Proteins Ltd.,Does not qualify,619036,,Does not qualify,Does not qualify,,
,Pankaj Polymers Ltd,Flat,113956,4.78,Does not qualify,Mildly Bullish,Does not qualify,
,Pritika Auto Industries Ltd,Does not qualify,1003338,"1,000.00",Does not qualify,Does not qualify,Does not qualify,
buybg_arrow,Pitti Engineering Ltd,Very Positive,449496,286.75,Average,Bullish,Expensive,71
,Pharmacia Healthcare Ltd(Merged),Does not qualify,425524,,Does not qualify,Does not qualify,Does not qualify,
,Premier Laminate,Does not qualify,1002399,,Does not qualify,Does not qualify,,
,Pacheli Industrial Finance Ltd,Flat,305083,8.62,Does not qualify,Mildly Bullish,Does not qualify,
,Park Avenue Engineering,Does not qualify,1001100,,Does not qualify,Does not qualify,,
,Parmax Pharma,Does not qualify,1002113,,Does not qualify,Does not qualify,,
,Pasupati Technofab,Does not qualify,1001567,,Does not qualify,Does not qualify,,
,Prabhat Technologies (India) Ltd,Flat,1002643,319.95,Does not qualify,Bearish,Risky,
,PB Fintech Ltd,Does not qualify,1003562,747.50,Average,Mildly Bullish,Risky,
,Prime Capital Market Ltd,Flat,450810,,Below Average,Does not qualify,Does not qualify,
,Prestige Foods Ltd.,Does not qualify,648524,,Does not qualify,Does not qualify,,
,Professional Circuit Boards,Does not qualify,1001125,,Does not qualify,Does not qualify,,
,Presha Metallurgical Ltd,Flat,867580,,Does not qualify,Does not qualify,Does not qualify,
,Pharmed Chemicals,Does not qualify,1001106,,Does not qualify,Does not qualify,,
,Phoenix Electric (I),Does not qualify,1001130,.00,Does not qualify,Does not qualify,,
holdbg_arrow,Panama Petrochem Ltd.,Positive,129657,272.70,Average,Mildly Bullish,Very Attractive,67
,Punj Lloyd Ltd,Does not qualify,644771,2.68,Below Average,Mildly Bullish,Does not qualify,
,Pentafour Solec Technology Ltd.,Does not qualify,791180,,Does not qualify,Does not qualify,,
,Piramal Glass Pvt Ltd,Flat,974277,,Does not qualify,Mildly Bullish,Does not qualify,
,Plastene (India) Ltd.,Does not qualify,788770,.00,Does not qualify,Does not qualify,,
,Prismx Global Ventures Ltd,Flat,949078,6.73,Does not qualify,Mildly Bearish,Does not qualify,
sellbg_arrow,Palash Securities Ltd,Negative,1002799,110.50,Below Average,Bullish,Risky,31
,Pansari Developers Ltd,Flat,1002672,0,Does not qualify,Mildly Bullish,Very Expensive,
,Perk Pharmaceuticals Ltd.,Does not qualify,192859,,Does not qualify,Does not qualify,,
,Preyanshu Exports,Does not qualify,1001114,,Does not qualify,Does not qualify,,
,Patel Food Product,Does not qualify,1001139,,Does not qualify,Does not qualify,,
,Piccadily Sugar & Allied Inds Ltd,Positive,282844,16.85,Does not qualify,Mildly Bullish,Does not qualify,
,Pine Animation Ltd,Flat,840996,,Does not qualify,Mildly Bearish,Does not qualify,
,Phoenix Lamps Ltd(Merged),Flat,713540,,Average,Does not qualify,Does not qualify,
,Precision Electronics Ltd,Flat,844420,35.90,Does not qualify,Bullish,Does not qualify,
,Palm Jewels Ltd,Flat,1003006,15.42,Does not qualify,Mildly Bearish,Does not qualify,
holdbg_arrow,Power Grid Corporation of India Ltd,Flat,417663,207.40,Good,Bullish,Expensive,67
strongsellbg_arrow,Procal Electronics India Ltd,Flat,704596,,Below Average,Does not qualify,Does not qualify,20
,Pix Autos,Does not qualify,1001122,,Does not qualify,Does not qualify,,
,POCL Enterprises Ltd,Flat,891175,60.35,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Pil Italica Lifestyle Ltd,Flat,890269,9.99,Average,Mildly Bullish,Very Expensive,51
,Priyanka Udyog Ltd.,Does not qualify,299818,,Does not qualify,Does not qualify,,
,Platinumone Business Services Ltd,Does not qualify,1003533,165.00,Below Average,Does not qualify,Does not qualify,
,Padmalaya Telefilms Ltd,Flat,178295,2.40,Does not qualify,Mildly Bullish,Does not qualify,
,Paras Defence and Space Technologies Ltd,Positive,1003539,653.40,Does not qualify,Sideways,Very Expensive,
,Purshottam Investofin Ltd,Very Positive,154005,17.80,Does not qualify,Bullish,Does not qualify,
,Preyanshu Industries,Does not qualify,1002048,,Does not qualify,Does not qualify,,
,Parasrampuria Polyamides Ltd.,Does not qualify,860870,,Does not qualify,Does not qualify,,
sellbg_arrow,P B A Infrastructure Ltd,Positive,479982,12.03,Below Average,Mildly Bullish,Does not qualify,45
,Punjab Tractors Ltd(merged),Does not qualify,724551,,Does not qualify,Mildly Bullish,Does not qualify,
,Punjab Woolcombers Ltd,Flat,828476,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Prakash Industries Ltd,Flat,161742,71.65,Below Average,Sideways,Attractive,34
,Pretto Leather Industries Ltd,Flat,294023,,Does not qualify,Mildly Bearish,Does not qualify,
sellbg_arrow,Poly Medicure Ltd,Flat,792489,834.30,Average,Bearish,Very Expensive,30
,Pashupati Cotspin Ltd,Does not qualify,1002817,0,Below Average,Bullish,Risky,
,Parasrampuria Industries Ltd.,Does not qualify,864194,,Does not qualify,Does not qualify,,
,Perfectpac Ltd,Flat,903649,174.30,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Pasupati Acrylon Ltd,Flat,977414,42.35,Average,Mildly Bullish,Fair,55
sellbg_arrow,Pioneer Embroideries Ltd,Flat,111886,50.60,Average,Mildly Bearish,Attractive,42
sellbg_arrow,Praxis Home Retail Ltd,Very Positive,1002915,50.65,Below Average,Mildly Bullish,Risky,44
,Premium International Finance Ltd.,Does not qualify,982297,,Does not qualify,Does not qualify,,
,Gujarat Narmada Knit Wear,Does not qualify,1001185,,Does not qualify,Does not qualify,,
,Gulabdas Flexipack,Does not qualify,1001150,,Does not qualify,Does not qualify,,
sellbg_arrow,Premier Ltd,Flat,548487,6.42,Below Average,Mildly Bullish,Does not qualify,38
,Godavari Fertilizers & Chemicals Ltd(merged),Does not qualify,813863,,Does not qualify,Does not qualify,Does not qualify,
,Golkonda Aluminium Extrusions Ltd,Flat,407244,19.40,Does not qualify,Mildly Bullish,Does not qualify,
,Gujarat Speciality Lubes,Does not qualify,1001222,,Does not qualify,Does not qualify,,
,Gujarat JHM Hotels Ltd,Does not qualify,721702,,Does not qualify,Does not qualify,Does not qualify,
,Gremach CNC,Does not qualify,1001146,,Does not qualify,Does not qualify,,
,Gensol Engineering Ltd,Does not qualify,1003282,275.40,Below Average,Bullish,Attractive,
strongsellbg_arrow,GFL Ltd,Positive,809565,69.15,Below Average,Mildly Bearish,Risky,23
,Galaxy Agrico Exports Ltd.,Flat,106911,30.25,Does not qualify,Mildly Bullish,Does not qualify,
,Gwalior Transmission Systems,Does not qualify,1001216,,Does not qualify,Does not qualify,,
,Ganesh Holdings Ltd,Flat,986188,71.10,Does not qualify,Mildly Bullish,Does not qualify,
,Gontermann Peiper (India) Ltd,Negative,298090,,Below Average,Does not qualify,Does not qualify,
,Gic Big Value QDIS,Does not qualify,1002205,.00,Does not qualify,Does not qualify,,
,Ganga Pharmaceuticals Ltd,Does not qualify,1000215,10.25,Below Average,Does not qualify,Does not qualify,
,Gujarat Inject,Does not qualify,1001166,,Does not qualify,Does not qualify,,
,Globalspace Technologies Ltd,Negative,1002805,58.70,Does not qualify,Mildly Bullish,Does not qualify,
,Goblin India Ltd,Does not qualify,1003283,20.75,Below Average,Mildly Bullish,Does not qualify,
,Galada Finance Ltd,Flat,419963,15.80,Does not qualify,Mildly Bullish,Does not qualify,
,GCM Capital Advisors Ltd,Does not qualify,972153,5.45,Below Average,Mildly Bullish,Does not qualify,
,G D Trading & Agencies Ltd,Flat,313822,0,Does not qualify,Does not qualify,Does not qualify,
,G K Consultants Ltd,Flat,581390,9.18,Does not qualify,Bullish,Does not qualify,
,Goenka Diamond & Jewels Ltd,Flat,334366,3.29,Does not qualify,Bullish,Risky,
,Gujarat Oils and Industries,Does not qualify,1001203,,Does not qualify,Does not qualify,,
sellbg_arrow,Garware Technical Fibres Ltd,Flat,924049,"2,708.30",Good,Bearish,Very Expensive,37
,Genus Prime Infra Ltd,Flat,474358,10.20,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Gujarat State Petronet Ltd,Flat,589529,265.85,Good,Bearish,Very Expensive,37
,Goldstar Power Ltd,Does not qualify,1002855,0,Below Average,Mildly Bullish,Does not qualify,
,Gayatri Sugars Ltd,Flat,319791,3.00,Below Average,Mildly Bullish,Does not qualify,
,G-Tech Info Training Ltd,Flat,188252,,Does not qualify,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Gala Global Products Ltd,Very Negative,170458,31.80,Below Average,Mildly Bullish,Expensive,27
,Gujarat Binil Chemicals,Does not qualify,1002200,,Does not qualify,Does not qualify,,
,Gujarat Hotels Ltd.,Flat,466843,129.30,Does not qualify,Mildly Bearish,Does not qualify,
,Gestetner India Ltd(merged),Does not qualify,1001155,,Does not qualify,Does not qualify,Does not qualify,
,Ganipitak Yakshraj Caplease Ltd,Does not qualify,1002288,,Does not qualify,Does not qualify,Does not qualify,
,Gita Renewable Energy Ltd,Flat,913256,206.90,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Globus Spirits Ltd,Flat,796151,"1,453.95",Average,Mildly Bullish,Fair,55
buybg_arrow,Grasim Industries Ltd,Positive,658016,"1,597.95",Good,Mildly Bullish,Attractive,71
,Gujarat Investa Ltd,Flat,475718,4.45,Does not qualify,Mildly Bullish,Does not qualify,
,Gagan Gases Ltd,Positive,619530,10.91,Does not qualify,Mildly Bearish,Does not qualify,
,Gujarat Credit Corporation Ltd,Flat,818387,56.05,Does not qualify,Bullish,Risky,
,GTV Engineering Ltd,Positive,999949,111.85,Does not qualify,Bullish,Does not qualify,
sellbg_arrow,Godrej Agrovet Ltd.,Flat,1002842,475.00,Good,Bearish,Attractive,44
,Greenland Warehousing,Does not qualify,1001219,,Does not qualify,Does not qualify,,
,Goa Fruit Specialities Ltd,Does not qualify,283617,,Does not qualify,Does not qualify,Does not qualify,
,Gini Silk Mills Ltd,Positive,752367,41.90,Does not qualify,Sideways,Does not qualify,
,Grovy India Ltd.,Flat,1000236,52.75,Does not qualify,Mildly Bullish,Does not qualify,
,Gee Gee Granites Ltd,Does not qualify,294375,,Does not qualify,Mildly Bearish,Does not qualify,
,GCM Commodity & Derivatives Ltd.,Does not qualify,962229,6.27,Below Average,Does not qualify,Does not qualify,
sellbg_arrow,Gayatri BioOrganics Ltd,Flat,503586,19.20,Below Average,Mildly Bullish,Risky,33
,Gautam Exim Ltd.,Does not qualify,1002785,29.20,Below Average,Does not qualify,Does not qualify,
strongsellbg_arrow,GE Power India Ltd,Flat,598119,149.35,Below Average,Bearish,Risky,12
,GTN Industries Ltd,Outstanding,820711,51.00,Does not qualify,Bullish,Does not qualify,
,Glittek Granites Ltd,Flat,248759,4.40,Does not qualify,Bullish,Does not qualify,
,Gyan Leatherboard,Does not qualify,1001176,,Does not qualify,Does not qualify,,
,Girdharilal Sugar & Allied Industries Ltd,Negative,306275,,Below Average,Does not qualify,Does not qualify,
,Goldwon Textiles Ltd.,Does not qualify,549927,,Does not qualify,Does not qualify,,
,Genelec Ltd.,Does not qualify,678199,,Does not qualify,Does not qualify,,
,GIC Rise 91 CBS,Does not qualify,1001160,,Does not qualify,Does not qualify,,
buybg_arrow,Genesys International Corporation Ltd,Outstanding,365098,586.00,Average,Bullish,Very Expensive,75
,Gujarat Rodrel Engineering Products,Does not qualify,1001207,,Does not qualify,Does not qualify,,
,Gangadharam Appliances Ltd.,Does not qualify,368936,,Does not qualify,Does not qualify,,
,Gandhinagar Enterprises Ltd,Flat,559773,,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,Geecee Ventures Ltd,Outstanding,768774,156.80,Average,Mildly Bullish,Very Expensive,68
,GOM Industries Ltd,Does not qualify,784778,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Ginni Filaments Ltd.,Flat,824515,47.30,Below Average,Mildly Bullish,Fair,41
,G G Automotive Gears Ltd,Flat,284087,23.55,Does not qualify,Sideways,Does not qualify,
holdbg_arrow,Greenply Industries Ltd,Positive,836794,184.55,Good,Mildly Bearish,Very Attractive,58
,Gummadi Industries Ltd.,Does not qualify,602709,,Does not qualify,Does not qualify,,
,Gurshant Rot,Does not qualify,1002151,,Does not qualify,Does not qualify,,
,Gic Big Value CBS,Does not qualify,1002204,.00,Does not qualify,Does not qualify,,
,Globe International Carriers Ltd,Does not qualify,1002665,0,Below Average,Mildly Bullish,Does not qualify,
,GIC Growth Plus II,Does not qualify,1001159,,Does not qualify,Does not qualify,,
,Gaekwar Mills Ltd,Flat,730305,17.00,Does not qualify,Does not qualify,Does not qualify,
,Goa Electricals and Fans,Does not qualify,1001194,,Does not qualify,Does not qualify,,
,Gujarat NRE Coke Ltd,Flat,247995,,Does not qualify,Does not qualify,Does not qualify,
,Galactico Corporate Services Ltd,Does not qualify,1003284,45.00,Below Average,Mildly Bullish,Does not qualify,
,Global Knitfab Ltd,Does not qualify,608590,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,Gujarat Ambuja Exports Ltd,Flat,884883,243.10,Average,Bullish,Very Attractive,68
,GCV Services Ltd,Does not qualify,568405,,Does not qualify,Mildly Bearish,Does not qualify,
,Innovators Facade Systems Ltd,Does not qualify,1003309,,Does not qualify,Does not qualify,Does not qualify,
holdbg_arrow,G M Breweries Ltd,Positive,576299,666.00,Average,Mildly Bullish,Fair,61
,Gujarat Natural Resources Ltd,Negative,313038,22.20,Does not qualify,Bullish,Risky,
,Industrial Cables (I) Ltd,Does not qualify,832894,,Does not qualify,Does not qualify,Does not qualify,
sellbg_arrow,Innocorp Ltd,Flat,688696,7.32,Below Average,Mildly Bullish,Does not qualify,38
,Greencrest Financial Services Ltd,Flat,103061,6.47,Does not qualify,Mildly Bullish,Does not qualify,
,Ishwarshakti Holdings & Traders Ltd,Flat,724741,3.19,Does not qualify,Does not qualify,Does not qualify,
,Indore Wire Company Ltd.,Does not qualify,307599,,Does not qualify,Does not qualify,,
strongsellbg_arrow,Indostar Capital Finance Ltd,Flat,1002983,238.30,Below Average,Mildly Bearish,Expensive,23
,IB Infotech Enterprises Ltd,Flat,315873,17.20,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Insecticides India Ltd,Flat,630265,635.00,Average,Mildly Bearish,Attractive,42
,India Infusion,Does not qualify,1001444,,Does not qualify,Does not qualify,,
sellbg_arrow,Indiabulls Real Estate Ltd,Negative,142544,109.00,Average,Mildly Bearish,Fair,31
,Integrated Rubian Exports Ltd,Does not qualify,161541,,Does not qualify,Does not qualify,Does not qualify,
,Idea Space Solutions Ltd,Does not qualify,246316,,Does not qualify,Does not qualify,Does not qualify,
,Ind-Agiv Commerce Ltd,Flat,748388,23.50,Does not qualify,Mildly Bullish,Does not qualify,
,Indo Asia Finance Ltd,Positive,458042,11.90,Does not qualify,Mildly Bullish,Does not qualify,
holdbg_arrow,IIFL Wealth Management Ltd,Positive,1003277,"1,566.00",Good,Mildly Bullish,Expensive,65
buybg_arrow,Intellect Design Arena Ltd.,Very Positive,260365,783.40,Average,Bullish,Fair,74
,iStreet Network Ltd,Positive,722862,2.21,Below Average,Mildly Bullish,Does not qualify,
strongsellbg_arrow,Inox Wind Ltd,Negative,695610,110.95,Below Average,Mildly Bullish,Risky,24
,Indo Flogates Ltd (Merged),Does not qualify,1001471,,Does not qualify,Does not qualify,Does not qualify,
,Integrated Finance Company Ltd,Does not qualify,741299,,Does not qualify,Mildly Bearish,Does not qualify,
sellbg_arrow,IO System Ltd,Flat,456336,4.10,Below Average,Mildly Bullish,Does not qualify,38
,Infinite Computer Solutions India Ltd,Negative,620892,,Below Average,Does not qualify,Does not qualify,
holdbg_arrow,Indian Oil Corporation Ltd,Positive,901145,119.35,Average,Mildly Bullish,Very Attractive,67
,Ind Prakash (B),Does not qualify,1001605,,Does not qualify,Does not qualify,,
,International Combustion (India) Ltd,Very Positive,926181,320.00,Does not qualify,Mildly Bullish,Does not qualify,
,Integral Knit Company Ltd.,Does not qualify,306838,,Does not qualify,Does not qualify,,
,Indrayani Biotech Ltd,Outstanding,525226,21.90,Does not qualify,Mildly Bullish,Does not qualify,
sellbg_arrow,Ipca Laboratories Ltd,Negative,950228,"1,030.65",Good,Mildly Bearish,Fair,38
,Insta Finance Ltd,Flat,370079,,Does not qualify,Mildly Bearish,Does not qualify,
sellbg_arrow,IRB InvIT Fund,Flat,1003124,52.90,Average,Bearish,Does not qualify,30
,Indo-City Infotech Ltd,Flat,635370,10.18,Does not qualify,Mildly Bullish,Does not qualify,
,ISC Udyog Ltd.,Does not qualify,980218,,Does not qualify,Does not qualify,,
,India Foils Ltd(merged),Does not qualify,234075,,Does not qualify,Mildly Bearish,Does not qualify,
,Intron Ltd (Merged),Does not qualify,1001411,,Does not qualify,Does not qualify,Does not qualify,
,Incap Financial Services Ltd,Does not qualify,464540,,Does not qualify,Bearish,Does not qualify,
strongsellbg_arrow,IL&FS Engineering & Construction Co Ltd,Negative,584366,14.00,Below Average,Mildly Bullish,Risky,24
,Interlink Exports Ltd.,Does not qualify,334097,,Does not qualify,Does not qualify,,
,ICL Organic Dairy Products Ltd,Does not qualify,1003381,12.00,Below Average,Does not qualify,Does not qualify,
,ITL Industries Ltd,Positive,118816,132.00,Does not qualify,Mildly Bearish,Does not qualify,
,India Gelatine & Chemicals Ltd.,Flat,858023,117.80,Does not qualify,Mildly Bullish,Does not qualify,
,Narmada Cement Company Ltd(merged),Does not qualify,1002536,,Does not qualify,Does not qualify,Does not qualify,
,International Travel House Ltd,Very Positive,570574,117.95,Does not qualify,Bullish,Does not qualify,
,Nuline Glassware (India),Does not qualify,1002019,,Does not qualify,Does not qualify,,
,Integrated Proteins Ltd,Flat,354640,14.00,Does not qualify,Mildly Bullish,Does not qualify,
,Nuway Organic Naturals India Ltd,Flat,231434,13.00,Does not qualify,Mildly Bullish,Does not qualify,
,Nivaka Fashions Ltd,Flat,1003089,7.50,Does not qualify,Mildly Bearish,Does not qualify,
,International Constructions Ltd,Negative,1000282,0,Does not qualify,Bullish,Does not qualify,
,Noble Polymers Ltd,Flat,314872,,Below Average,Does not qualify,Does not qualify,
strongsellbg_arrow,Neuland Laboratories Ltd,Negative,229993,"1,149.95",Average,Bearish,Attractive,28
,Neha International Ltd,Negative,359006,,Below Average,Does not qualify,Does not qualify,
,Net 4 India Ltd,Flat,454266,,Does not qualify,Does not qualify,Does not qualify,
,NBI Industrial Finance Company Ltd,Positive,688217,0,Does not qualify,Mildly Bearish,Does not qualify,
,Nutech Organic Chemicals,Does not qualify,1002134,,Does not qualify,Does not qualify,,
,NSL,Does not qualify,1002073,,Does not qualify,Does not qualify,,
,Novagold Petro-Resources Ltd,Flat,246020,,Does not qualify,Does not qualify,Does not qualify,
,Nufab Industries,Does not qualify,1002049,,Does not qualify,Does not qualify,,
,Neo Infracon Ltd,Flat,302177,22.60,Does not qualify,Mildly Bullish,Does not qualify,
,Nu-Tech Corporate Services Ltd,Does not qualify,504644,,Does not qualify,Mildly Bullish,Does not qualify,
,Novateor Research Laboratories Ltd,Does not qualify,1003276,8.79,Below Average,Mildly Bullish,Does not qualify,
sellbg_arrow,Nestle India Ltd,Negative,226036,"18,044.10",Excellent,Bearish,Very Expensive,36
